,author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price,district,street,house_number,underground,residential_complex
152,ИНСИТИ,developer,https://krasnodar.cian.ru/sale/flat/297461337/,Краснодар,sale,flat,23,24,1,39.94,6423510,,,,,Микрорайон Любимово
153,Николай Филонов,realtor,https://krasnodar.cian.ru/sale/flat/296734714/,Краснодар,sale,flat,19,19,1,40.4,4350000,Прикубанский, Питерская,40,,Novella
154,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/295046931/,Краснодар,sale,flat,15,16,1,32.95,4942500,Новознаменский ДНТ, Дальневосточная,,,Друг
155,Самолет Плюс Краснодар,real_estate_agent,https://krasnodar.cian.ru/sale/flat/299704095/,Краснодар,sale,flat,14,16,1,37.3,6700000,,,,,Dogma park
156,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/295459632/,Краснодар,sale,flat,7,16,1,39.74,5197992,,,,,Зелёный театр
157,Вадим Пасюта,realtor,https://krasnodar.cian.ru/sale/flat/299916014/,Краснодар,sale,flat,12,24,1,36.8,7300000,,,,,Все свои Vip
158,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/276770739/,Краснодар,sale,flat,1,19,1,29.7,4445300,Прикубанский, Западный обход,45к2,,Грани
159,93 Регион-Строй,real_estate_agent,https://krasnodar.cian.ru/sale/flat/272558372/,Краснодар,sale,flat,16,16,1,34.0,4370000,Прикубанский, Западный обход,39/2,,Самолет
160,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/297752884/,Краснодар,sale,flat,-1,-1,-1,202.0,5275530,Догма Парк мкр, Марины Цветаевой,17к2,,Аксиома
161,Юлия Волкова,realtor,https://krasnodar.cian.ru/sale/flat/291807588/,Краснодар,sale,flat,8,18,1,30.0,3500000,мкр. Славянский, Красных Партизан,1/4к16,,Светлоград
162,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/289724733/,Краснодар,sale,flat,8,8,1,41.4,5547600,,,,,ЮГГЕ
163,93 Регион-Строй,real_estate_agent,https://krasnodar.cian.ru/sale/flat/298371740/,Краснодар,sale,flat,2,25,1,40.8,4800000,Карасунский, Имени В.Н. Мачуги,166к2,,Сказка град
164,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/299780568/,Краснодар,sale,flat,23,24,1,50.9,15270000,Центральный,Колхозная ,5к3,,Все свои Vip
165,Самолет Плюс Краснодар,real_estate_agent,https://krasnodar.cian.ru/sale/flat/279845404/,Краснодар,sale,flat,3,17,1,38.4,4100000,Зеленодар ЖК, Садовое Кольцо,1/5,,Зеленодар
166,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/285196442/,Краснодар,sale,flat,4,9,1,38.8,5417080,"на 4 этаже. Новый жилой комплекс ""Лето"" от застройщика ""ГК Дарстрой"" расположен по адресу город Краснодар", Западный Обход.,,,Лето
167,93 Регион-Строй,real_estate_agent,https://krasnodar.cian.ru/sale/flat/298003076/,Краснодар,sale,flat,5,24,1,44.14,4600000,Имени Петра Метальникова мкр, Петра Метальникова,38,,Лучший
168,Галина Лукашевич,realtor,https://krasnodar.cian.ru/sale/flat/301107915/,Краснодар,sale,flat,11,24,1,32.0,3550000,Прикубанский, Домбайская,57к9,,Свобода
169,НВМ,representative_developer,https://krasnodar.cian.ru/sale/flat/301317982/,Краснодар,sale,flat,1,9,1,47.27,6617800,,,,,Народные Кварталы
170,Мореон Инвест,real_estate_agent,https://krasnodar.cian.ru/sale/flat/298085027/,Краснодар,sale,flat,11,16,1,33.3,4800000,мкр. Новознаменский, Владимира Жириновского,1к2,,Смородина
171,Неометрия,developer,https://krasnodar.cian.ru/sale/flat/288301321/,Краснодар,sale,flat,15,15,1,39.8,7530320,,,,,Южане
172,ЧФК-Недвижимость,real_estate_agent,https://krasnodar.cian.ru/sale/flat/297359068/,Краснодар,sale,flat,3,16,1,35.1,3500000,Прикубанский, Имени Героя Ростовского,8к1,,Ракурс
173,НВМ,representative_developer,https://krasnodar.cian.ru/sale/flat/301317004/,Краснодар,sale,flat,13,18,1,39.86,5779700,,,,,Народные Кварталы
174,Мореон Инвест,real_estate_agent,https://krasnodar.cian.ru/sale/flat/299394739/,Краснодар,sale,flat,15,24,1,35.0,4100000,Имени Петра Метальникова мкр, Петра Метальникова,36,,Лучший
175,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/275302480/,Краснодар,sale,flat,15,20,1,41.6,5200000,Прикубанский, Адмирала Крузенштерна,5,,RED777
176,Девелопмент-Юг,real_estate_agent,https://krasnodar.cian.ru/sale/flat/299282263/,Краснодар,sale,flat,4,9,1,33.3,3650000,мкр. Калинино, Имени Генерала Корнилова,9к2А,,Облака
177,Неометрия,developer,https://krasnodar.cian.ru/sale/flat/290473357/,Краснодар,sale,flat,1,24,1,38.5,6252400,Прикубанский, Имени Героя Георгия Бочарникова,2лит2,,Улыбка
178,Команда Кравченко,real_estate_agent,https://krasnodar.cian.ru/sale/flat/300280833/,Краснодар,sale,flat,12,18,1,39.48,4000000,Догма Парк мкр, Марины Цветаевой,17к2,,Аксиома
179,Неометрия,developer,https://krasnodar.cian.ru/sale/flat/294024586/,Краснодар,sale,flat,12,15,1,44.4,7185060,,,,,Южане
180,Юлия Волкова,realtor,https://krasnodar.cian.ru/sale/flat/295525354/,Краснодар,sale,flat,12,18,1,29.0,6000008,мкр. ХБК,Уральская ,75/6,,The Grand Palace
181,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/297092895/,Краснодар,sale,flat,7,9,1,39.06,5234040,,,,,Друзья
182,Мореон Инвест,real_estate_agent,https://krasnodar.cian.ru/sale/flat/300329036/,Краснодар,sale,flat,13,24,1,31.0,5665000,Центральный,Воронежская ,47/10,,Фонтаны
183,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/294468395/,Краснодар,sale,flat,9,15,1,52.4,14784000,мкр. ЗИП, Имени 40-летия Победы,33Г,,Development-Plaza
184,Мореон Инвест,real_estate_agent,https://krasnodar.cian.ru/sale/flat/297577578/,Краснодар,sale,flat,9,24,1,38.3,7700000,Центральный,Колхозная ,5к3,,Все свои Vip
185,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/291325271/,Краснодар,sale,flat,4,24,1,41.43,6230546,Плодородный-2 мкр, Константиновская,5лит6,,Левада
186,ВЕРОНА,real_estate_agent,https://krasnodar.cian.ru/sale/flat/293474572/,Краснодар,sale,flat,14,24,1,42.02,5200000,Прикубанский, Героя Пешкова,14к2,,Парк Победы
187,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/297465893/,Краснодар,sale,flat,14,23,1,39.9,6377280,,,,,Сказка град
188,Юлия Волкова,realtor,https://krasnodar.cian.ru/sale/flat/292102977/,Краснодар,sale,flat,3,16,1,38.0,5200000,Догма Парк мкр, Марины Цветаевой,,,Dogma park
189,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/298978168/,Краснодар,sale,flat,2,24,1,38.64,5969880,мкр. РИП,Российская ,,,Гулливер
190,Мореон Инвест,real_estate_agent,https://krasnodar.cian.ru/sale/flat/290601173/,Краснодар,sale,flat,8,24,1,36.6,3990000,Прикубанский, Семигорская,2,,Свобода
191,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/299788091/,Краснодар,sale,flat,7,9,1,36.9,5088510,,,,,Парк Победы - 2
192,Анатолий Зверев,realtor,https://krasnodar.cian.ru/sale/flat/299412403/,Краснодар,sale,flat,15,16,1,35.27,3499000,Прикубанский, Западный обход,39/1Б,,Зелёный театр
193,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/299829689/,Краснодар,sale,flat,16,16,1,40.7,9772070,Прикубанский, Ивана Беличенко,,,Самолет
194,Мореон Инвест,real_estate_agent,https://krasnodar.cian.ru/sale/flat/296476247/,Краснодар,sale,flat,7,24,1,35.36,4850000,мкр. КСК,Уральская ,87/7,,URAL
195,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/295459154/,Краснодар,sale,flat,8,16,1,36.7,6297720,,,,,Дыхание
196,93 Регион-Строй,real_estate_agent,https://krasnodar.cian.ru/sale/flat/297965043/,Краснодар,sale,flat,8,24,1,39.1,5300000,,,,,Достояние
197,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/297466216/,Краснодар,sale,flat,23,23,1,39.3,6315960,,,,,Сказка град
198,Девелопмент-Юг,real_estate_agent,https://krasnodar.cian.ru/sale/flat/300334428/,Краснодар,sale,flat,6,9,1,37.33,9500000,,,,,Патрики
199,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/298785040/,Краснодар,sale,flat,3,9,1,39.31,6093050,мкр. Калинино, Имени Б.С. Кудухова,,,Друзья
200,93 Регион-Строй,real_estate_agent,https://krasnodar.cian.ru/sale/flat/274590330/,Краснодар,sale,flat,16,17,1,26.8,2890000,,,,,Ракурс
201,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/297752881/,Краснодар,sale,flat,-1,-1,-1,202.0,4979500,Догма Парк мкр, Марины Цветаевой,17к2,,Аксиома
202,ЖИЛФОНД офис Красных Партизан,real_estate_agent,https://krasnodar.cian.ru/sale/flat/277542607/,Краснодар,sale,flat,7,23,1,35.36,4500000,мкр. КСК,Уральская ,87/7,,URAL
203,Неометрия,developer,https://krasnodar.cian.ru/sale/flat/293660613/,Краснодар,sale,flat,9,9,1,44.1,6253380,Прикубанский, Даниила Смоляна,65к2,,Южане
204,93 Регион-Строй,real_estate_agent,https://krasnodar.cian.ru/sale/flat/299101346/,Краснодар,sale,flat,7,24,1,32.0,3800000,Прикубанский, Понтийская,,,Свобода
205,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/285192077/,Краснодар,sale,flat,13,17,1,43.95,5405850,Прикубанский, Командорская,15/1,,Россинский парк
206,Наталья Бугаева,realtor,https://krasnodar.cian.ru/sale/flat/299210795/,Краснодар,sale,flat,3,22,1,46.75,8500000,мкр. Аврора, Имени Дзержинского,95,,AVrorA
207,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/297715140/,Краснодар,sale,flat,5,8,1,35.76,4700000,Прикубанский, Краеведа Соловьева,6к7,,Краски
208,Мореон Инвест,real_estate_agent,https://krasnodar.cian.ru/sale/flat/302222134/,Краснодар,sale,flat,2,24,1,32.4,3900000,Имени Петра Метальникова мкр, Петра Метальникова,36,,Лучший
209,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/285186861/,Краснодар,sale,flat,14,24,1,41.94,9017100,,,,,Гарантия на Обрывной
210,93 Регион-Строй,real_estate_agent,https://krasnodar.cian.ru/sale/flat/298371738/,Краснодар,sale,flat,10,25,1,47.0,5600000,Карасунский, Имени В.Н. Мачуги,166к2,,Сказка град
211,Неометрия,developer,https://krasnodar.cian.ru/sale/flat/297547172/,Краснодар,sale,flat,9,23,1,41.25,6323625,Прикубанский, Конгрессная,41,,Отражение
